product_id,product_name,category_name,brand_name,sku_name,standard_price,product_status,shop_id,listed_date,updated_at,etl_time,source_system,etl_batch
P001687,云启家居家装商品1687,家居家装,云启,升级款,3177.68,缺货,P000504,2025-08-09,2025-12-14 20:42:56,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001688,橙子汽车用品商品1688,汽车用品,橙子,豪华款,1391.85,下架,P001082,2023-12-01,2025-08-27 22:24:13,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001689,海蓝家居家装商品1689,家居家装,海蓝,标准款,7655.81,下架,P000235,2020-04-26,2025-04-13 15:51:20,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001690,海蓝运动户外商品1690,运动户外,海蓝,标准款,5648.79,上架,P000522,2025-08-23,2025-12-21 01:15:34,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001691,青木图书文具商品1691,图书文具,青木,Pro版,1584.17,上架,P000877,2024-10-26,2024-12-26 11:45:38,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001692,云启食品生鲜商品1692,食品生鲜,云启,升级款,3311.52,缺货,P001078,2025-03-23,2025-12-05 05:51:41,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001693,北辰食品生鲜商品1693,食品生鲜,北辰,豪华款,1995.92,上架,P000684,2020-09-03,2024-10-23 15:19:22,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001694,飞鹿母婴用品商品1694,母婴用品,飞鹿,Pro版,714.04,下架,P001221,2020-08-05,2020-10-07 18:52:30,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001695,飞鹿服饰鞋包商品1695,服饰鞋包,飞鹿,标准款,7070.91,缺货,P000604,2024-08-15,2024-12-31 07:31:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001696,海蓝图书文具商品1696,图书文具,海蓝,标准款,6515.14,缺货,P001432,2025-10-30,2025-11-06 11:37:46,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001697,青木母婴用品商品1697,母婴用品,青木,升级款,6141.22,上架,P000969,2025-08-30,2025-12-15 16:15:34,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001698,北辰母婴用品商品1698,母婴用品,北辰,青春版,6319.72,缺货,P000522,2024-12-24,2025-07-06 23:54:13,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001699,青木运动户外商品1699,运动户外,青木,青春版,3701.59,缺货,P000362,2022-05-27,2023-09-20 20:22:52,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001700,云启母婴用品商品1700,母婴用品,云启,Pro版,860.08,缺货,P001256,2020-10-21,2024-09-11 08:51:04,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001701,银杉图书文具商品1701,图书文具,银杉,升级款,7627.77,上架,P000666,2021-08-24,2021-10-02 07:53:49,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001702,海蓝家居家装商品1702,家居家装,海蓝,青春版,1705.61,缺货,P000241,2024-02-15,2024-06-26 04:34:11,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001703,北辰食品生鲜商品1703,食品生鲜,北辰,Pro版,7082.0,下架,P000901,2020-06-20,2022-10-03 04:58:46,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001704,飞鹿运动户外商品1704,运动户外,飞鹿,青春版,9748.8,下架,P000361,2024-03-11,2025-11-04 12:44:01,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001705,极光美妆个护商品1705,美妆个护,极光,青春版,324.34,缺货,P001226,2025-10-27,2025-12-08 17:11:44,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001706,极光手机数码商品1706,手机数码,极光,Pro版,4903.65,下架,P000881,2025-09-14,2025-11-09 22:25:06,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001707,极光食品生鲜商品1707,食品生鲜,极光,升级款,9891.71,下架,P000195,2023-05-12,2025-08-05 10:15:14,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001708,云启食品生鲜商品1708,食品生鲜,云启,升级款,1073.7,上架,P001300,2020-09-25,2022-11-05 03:57:38,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001709,青木运动户外商品1709,运动户外,青木,Pro版,9777.56,上架,P000263,2022-08-10,2022-11-23 18:20:44,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001710,山川手机数码商品1710,手机数码,山川,标准款,5949.45,下架,P001043,2021-06-23,2022-08-22 19:22:31,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001711,银杉服饰鞋包商品1711,服饰鞋包,银杉,Pro版,661.81,下架,P001148,2020-03-17,2024-01-01 21:46:58,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001712,海蓝家用电器商品1712,家用电器,海蓝,Pro版,5022.74,下架,P001184,2022-11-27,2024-12-12 22:42:58,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001713,山川汽车用品商品1713,汽车用品,山川,Pro版,9908.47,下架,P001597,2020-12-14,2025-09-13 16:26:42,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001714,飞鹿母婴用品商品1714,母婴用品,飞鹿,升级款,1528.4,上架,P000003,2021-02-20,2022-09-01 19:34:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001715,橙子汽车用品商品1715,汽车用品,橙子,豪华款,9998.28,上架,P001393,2024-08-23,2024-11-21 01:26:53,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001716,橙子手机数码商品1716,手机数码,橙子,升级款,9144.44,缺货,P000743,2021-06-05,2023-03-03 09:52:33,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001717,青木家居家装商品1717,家居家装,青木,青春版,2513.1,上架,P001171,2021-06-03,2023-07-30 00:20:48,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001718,星河图书文具商品1718,图书文具,星河,豪华款,8239.22,缺货,P001533,2020-09-13,2022-02-28 10:29:50,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001719,银杉家居家装商品1719,家居家装,银杉,升级款,7759.86,上架,P000392,2020-01-01,2022-02-04 09:28:13,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001720,海蓝家居家装商品1720,家居家装,海蓝,升级款,4907.45,缺货,P000113,2023-12-18,2024-02-08 08:03:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001721,云启美妆个护商品1721,美妆个护,云启,豪华款,3670.33,下架,P000888,2024-08-20,2025-10-24 09:53:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001722,云启家居家装商品1722,家居家装,云启,Pro版,407.17,缺货,P000162,2024-08-25,2025-10-24 02:39:47,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001723,青木家用电器商品1723,家用电器,青木,升级款,4509.75,缺货,P000759,2021-12-24,2023-08-17 16:53:11,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001724,云启汽车用品商品1724,汽车用品,云启,豪华款,6104.95,缺货,P001699,2020-02-17,2023-04-15 00:17:44,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001725,云启图书文具商品1725,图书文具,云启,青春版,6874.95,下架,P000662,2025-01-15,2025-05-13 07:27:28,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001726,北辰服饰鞋包商品1726,服饰鞋包,北辰,升级款,1300.31,下架,P001384,2024-09-18,2025-12-04 22:49:32,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001727,星河母婴用品商品1727,母婴用品,星河,豪华款,4824.79,下架,P001655,2021-04-19,2022-12-09 14:12:14,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001728,青木运动户外商品1728,运动户外,青木,标准款,8965.45,上架,P001174,2025-12-19,2025-12-22 21:54:12,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001729,飞鹿食品生鲜商品1729,食品生鲜,飞鹿,升级款,1435.04,上架,P000325,2020-07-02,2023-01-08 21:07:56,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001730,飞鹿食品生鲜商品1730,食品生鲜,飞鹿,豪华款,1898.58,缺货,P001681,2021-12-23,2025-02-11 19:51:58,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001731,山川家用电器商品1731,家用电器,山川,升级款,4234.74,下架,P000186,2021-09-27,2024-07-21 17:58:15,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001732,北辰汽车用品商品1732,汽车用品,北辰,Pro版,8233.52,缺货,P001507,2021-09-25,2024-10-30 03:19:02,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001733,山川母婴用品商品1733,母婴用品,山川,标准款,990.24,下架,P001329,2021-10-07,2022-02-18 17:29:00,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001734,青木家用电器商品1734,家用电器,青木,升级款,7718.02,上架,P000414,2020-10-11,2024-12-11 17:44:20,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001735,青木食品生鲜商品1735,食品生鲜,青木,青春版,1274.0,缺货,P001554,2022-02-15,2023-08-24 02:36:16,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001736,星河手机数码商品1736,手机数码,星河,升级款,7507.68,上架,P000715,2023-01-27,2023-07-29 13:50:37,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001737,银杉手机数码商品1737,手机数码,银杉,标准款,324.82,缺货,P000711,2020-08-04,2024-06-20 06:12:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001738,极光服饰鞋包商品1738,服饰鞋包,极光,标准款,3729.26,下架,P000931,2020-08-28,2023-09-16 01:44:01,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001739,海蓝家居家装商品1739,家居家装,海蓝,标准款,6288.75,上架,P000355,2024-01-31,2024-08-31 12:28:50,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001740,星河母婴用品商品1740,母婴用品,星河,Pro版,7522.17,上架,P000093,2022-05-12,2023-10-12 10:43:41,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001741,橙子手机数码商品1741,手机数码,橙子,标准款,4290.84,下架,P001127,2023-10-10,2023-12-28 17:44:05,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001742,青木母婴用品商品1742,母婴用品,青木,升级款,5170.63,下架,P001085,2022-10-18,2024-03-25 15:57:16,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001743,星河服饰鞋包商品1743,服饰鞋包,星河,青春版,5284.46,上架,P001192,2025-10-10,2025-12-03 23:41:33,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001744,山川美妆个护商品1744,美妆个护,山川,升级款,1119.85,下架,P001525,2025-05-09,2025-06-13 11:37:07,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001745,山川图书文具商品1745,图书文具,山川,升级款,904.2,上架,P000712,2024-05-13,2025-08-31 21:24:53,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001746,橙子手机数码商品1746,手机数码,橙子,豪华款,3843.99,缺货,P001493,2022-04-23,2025-12-04 14:54:26,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001747,青木食品生鲜商品1747,食品生鲜,青木,豪华款,5906.48,下架,P001503,2024-10-12,2025-04-25 15:30:37,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001748,北辰家居家装商品1748,家居家装,北辰,升级款,5993.73,下架,P001115,2021-03-05,2021-08-04 04:25:40,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001749,飞鹿手机数码商品1749,手机数码,飞鹿,标准款,42.64,下架,P000248,2024-05-28,2025-10-22 06:15:23,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001750,云启图书文具商品1750,图书文具,云启,标准款,2356.9,缺货,P001694,2020-08-17,2021-06-07 14:51:21,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001751,橙子家用电器商品1751,家用电器,橙子,标准款,9914.09,上架,P001495,2025-06-15,2025-06-19 08:16:02,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001752,飞鹿母婴用品商品1752,母婴用品,飞鹿,青春版,9434.57,缺货,P000077,2022-08-02,2024-08-10 23:26:34,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001753,星河食品生鲜商品1753,食品生鲜,星河,青春版,4963.69,缺货,P000018,2025-04-29,2025-06-06 15:30:51,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001754,云启汽车用品商品1754,汽车用品,云启,标准款,1880.05,上架,P001706,2024-12-13,2025-09-27 06:28:15,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001755,银杉汽车用品商品1755,汽车用品,银杉,升级款,4016.59,缺货,P000502,2024-03-08,2024-03-31 14:13:43,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001756,飞鹿图书文具商品1756,图书文具,飞鹿,豪华款,1694.84,上架,P001367,2024-06-16,2025-11-14 13:20:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001757,极光汽车用品商品1757,汽车用品,极光,标准款,7068.76,上架,P001374,2022-04-16,2023-10-18 21:51:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001758,飞鹿家居家装商品1758,家居家装,飞鹿,标准款,1764.62,上架,P000436,2023-12-24,2023-12-25 11:47:21,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001759,北辰手机数码商品1759,手机数码,北辰,升级款,3349.96,上架,P001308,2024-02-05,2024-11-16 03:16:33,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001760,北辰食品生鲜商品1760,食品生鲜,北辰,标准款,8669.93,上架,P001226,2020-05-06,2022-04-25 01:32:16,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001761,云启运动户外商品1761,运动户外,云启,豪华款,8340.34,上架,P001218,2022-12-06,2024-11-19 18:18:09,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001762,银杉食品生鲜商品1762,食品生鲜,银杉,豪华款,1955.42,缺货,P001741,2020-08-06,2024-08-12 05:51:01,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001763,银杉家居家装商品1763,家居家装,银杉,升级款,217.73,上架,P000450,2020-02-23,2022-01-07 18:24:53,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001764,极光食品生鲜商品1764,食品生鲜,极光,青春版,4446.36,上架,P000346,2023-05-30,2024-05-01 22:21:44,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001765,北辰手机数码商品1765,手机数码,北辰,Pro版,6190.56,下架,P001051,2020-12-21,2023-02-01 10:04:34,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001766,飞鹿家用电器商品1766,家用电器,飞鹿,Pro版,9853.89,下架,P000996,2020-11-15,2020-12-06 07:05:04,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001767,星河家用电器商品1767,家用电器,星河,青春版,9116.92,下架,P001491,2020-11-21,2023-05-20 01:16:04,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001768,极光图书文具商品1768,图书文具,极光,青春版,7017.79,下架,P001258,2025-11-28,2025-12-20 05:16:40,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001769,飞鹿汽车用品商品1769,汽车用品,飞鹿,豪华款,5843.51,缺货,P000978,2021-01-08,2024-11-25 13:36:17,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001770,星河母婴用品商品1770,母婴用品,星河,标准款,4090.44,下架,P001565,2022-12-11,2024-01-31 06:39:45,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001771,云启食品生鲜商品1771,食品生鲜,云启,升级款,1419.68,上架,P001201,2020-10-23,2021-03-02 04:34:09,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001772,云启图书文具商品1772,图书文具,云启,青春版,3642.65,下架,P001138,2021-10-31,2025-01-07 13:49:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001773,银杉图书文具商品1773,图书文具,银杉,豪华款,4901.51,上架,P000965,2023-02-04,2024-08-29 11:53:25,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001774,银杉服饰鞋包商品1774,服饰鞋包,银杉,Pro版,8252.79,上架,P000263,2022-03-01,2022-09-11 07:51:57,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001775,星河服饰鞋包商品1775,服饰鞋包,星河,Pro版,7286.32,下架,P000852,2023-02-27,2025-10-03 09:31:38,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001776,橙子美妆个护商品1776,美妆个护,橙子,豪华款,7658.92,缺货,P000845,2021-12-04,2022-10-04 14:35:25,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001777,银杉家居家装商品1777,家居家装,银杉,Pro版,6845.0,上架,P000944,2021-09-26,2025-10-29 23:03:48,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001778,极光运动户外商品1778, 运动户外,极光,青春版,6706.39,上架,P000789,2021-07-10,2025-11-02 05:13:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001779,云启母婴用品商品1779,母婴用品,云启,豪华款,3485.11,缺货,P001638,2023-11-23,2024-03-27 06:59:22,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001780,星河服饰鞋包商品1780,服饰鞋包,星河,豪华款,9782.05,下架,P000085,2022-03-21,2025-12-20 10:02:37,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001781,飞鹿食品生鲜商品1781,食品生鲜,飞鹿,升级款,6261.03,缺货,P001006,2025-08-18,2025-11-12 19:31:37,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001782,北辰食品生鲜商品1782,食品生鲜,北辰,Pro版,3948.1,下架,P001240,2023-07-07,2024-12-14 12:00:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001783,海蓝食品生鲜商品1783,食品生鲜,海蓝,Pro版,465.2,上架,P000713,2021-02-19,2023-01-02 13:37:11,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001784,星河汽车用品商品1784,汽车用品,星河,升级款,6118.57,缺货,P001006,2025-05-30,2025-09-18 23:59:08,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001785,飞鹿家居家装商品1785,家居家装,飞鹿,升级款,7227.85,上架,P000586,2020-02-18,2021-04-29 20:17:41,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001786,北辰汽车用品商品1786,汽车用品,北辰,青春版,5875.74,下架,P000855,2023-11-10,2025-05-01 00:47:22,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001787,北辰母婴用品商品1787,母婴用品,北辰,Pro版,2658.93,下架,P000833,2020-09-21,2022-06-29 09:00:19,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001788,银杉美妆个护商品1788,美妆个护,银杉,豪华款,7655.97,上架,P001174,2022-04-26,2025-01-06 04:09:53,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001789,山川食品生鲜商品1789,食品生鲜,山川,豪华款,1379.42,上架,P000726,2022-03-03,2022-06-01 02:58:33,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001790,海蓝服饰鞋包商品1790,服饰鞋包,海蓝,青春版,1897.14,上架,P001611,2023-12-15,2024-02-23 01:00:11,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001791,山川家居家装商品1791,家居家装,山川,青春版,9216.15,下架,P001604,2020-01-29,2023-04-27 04:21:02,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001792,山川家居家装商品1792,家居家装,山川,青春版,9163.71,上架,P000879,2020-01-24,2022-01-19 21:53:15,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001793,云启美妆个护商品1793,美妆个护,云启,青春版,4311.34,上架,P001070,2025-04-23,2025-06-16 00:10:50,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001794,银杉服饰鞋包商品1794,服饰鞋包,银杉,Pro版,5976.0,缺货,P001724,2020-06-10,2022-09-26 02:03:43,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001795,云启图书文具商品1795,图书文具,云启,升级款,2980.19,上架,P001752,2024-03-10,2024-10-10 13:53:24,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001796,飞鹿手机数码商品1796,手机数码,飞鹿,升级款,5047.03,下架,P001596,2020-09-07,2024-03-16 15:32:09,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001797,银杉服饰鞋包商品1797,服饰鞋包,银杉,Pro版,5123.1,缺货,P001731,2024-04-16,2025-10-30 09:12:19,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001798,星河母婴用品商品1798,母婴用品,星河,Pro版,9729.02,下架,P000798,2020-02-01,2020-02-15 12:03:19,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001799,青木手机数码商品1799,,青木,豪华款,9970.24,下架,P000457,2022-09-11,2025-10-18 09:57:00,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001800,橙子家用电器商品1800,家用电器,橙子,Pro版,7012.4,缺货,P000821,2020-02-21,2025-08-31 02:22:34,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001801,橙子母婴用品商品1801,母婴用品,橙子,升级款,1193.26,上架,P001476,2024-04-03,2025-10-19 20:22:55,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001802,银杉运动户外商品1802,运动户外,银杉,Pro版,8816.68,缺货,P000923,2020-06-16,2024-09-25 04:13:43,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001803,北辰运动户外商品1803,运动户外,北辰,升级款,1369.54,下架,P000456,2025-07-21,2025-12-15 03:24:02,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001804,海蓝家居家装商品1804,家居家装,海蓝,青春版,8773.71,缺货,P000998,2020-04-22,2025-08-27 22:54:11,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001805,青木家用电器商品1805,家用电器,青木,升级款,514.81,下架,P000640,2025-02-27,2025-06-20 19:55:10,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001806,海蓝运动户外商品1806,运动户外,海蓝,Pro版,6106.12,下架,P001207,2020-08-22,2021-07-13 09:28:53,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001807,飞鹿美妆个护商品1807,美妆个护,飞鹿,升级款,9959.5,缺货,P000162,2024-11-25,2025-03-13 19:34:27,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001808,海蓝母婴用品商品1808,母婴用品,海蓝,豪华款,8792.34,上架,P000417,2022-01-31,2024-09-09 12:19:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001809,海蓝服饰鞋包商品1809,服饰鞋包,海蓝,青春版,570.84,缺货,P001011,2025-05-22,2025-10-03 13:29:55,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001810,云启汽车用品商品1810,汽车用品,云启,升级款,5044.32,上架,P000152,2021-11-28,2024-06-23 07:26:29,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001811,山川手机数码商品1811,手机数码,山川,标准款,4630.75,缺货,P000121,2024-09-16,2025-01-02 03:46:51,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001812,山川食品生鲜商品1812,食品生鲜,山川,Pro版,8535.52,下架,P001178,2020-05-23,2024-07-19 19:59:20,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001813,银杉图书文具商品1813,图书文具,银杉,升级款,7000.64,缺货,P000499,2022-02-19,2022-04-10 16:37:28,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001814,北辰图书文具商品1814,图书文具,北辰,升级款,5081.19,上架,P000630,2024-08-20,2025-06-07 21:00:21,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001815,云启家居家装商品1815,家居家装,云启,豪华款,2127.85,上架,P000235,2020-06-07,2025-07-14 09:03:44,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001816,极光运动户外商品1816,运动户外,极光,青春版,9419.17,缺货,P000011,2025-07-25,2025-10-17 14:01:29,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001817,星河手机数码商品1817,手机数码,星河,升级款,9222.02,下架,P000130,2020-01-29,2020-10-07 19:38:10,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001818,飞鹿美妆个护商品1818,美妆个护,飞鹿,豪华款,401.47,缺货,P001455,2023-04-20,2023-05-14 16:57:23,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001819,银杉图书文具商品1819,图书文具,银杉,Pro版,1005.22,下架,P000181,2022-02-08,2023-09-15 20:38:29,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001820,星河母婴用品商品1820,母婴用品,星河,青春版,9583.14,缺货,P001552,2021-06-09,2025-04-15 02:38:42,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001821,飞鹿食品生鲜商品1821,食品生鲜,飞鹿,升级款,143.39,缺货,P000259,2025-01-20,2025-09-12 13:34:28,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001822,云启家居家装商品1822,家居家装,云启,升级款,5272.48,下架,P000151,2024-01-25,2024-12-30 23:57:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001823,北辰食品生鲜商品1823,食品生鲜,北辰,标准款,6270.89,上架,P001712,2023-10-14,2024-09-09 13:39:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001824,北辰家用电器商品1824,家用电器,北辰,升级款,3583.38,上架,P001281,2021-11-26,2022-03-10 05:44:36,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001825,山川运动户外商品1825,运动户外,山川,标准款,8490.92,下架,P000876,2025-09-11,2025-10-10 20:33:00,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001826,北辰运动户外商品1826,运动户外,北辰,标准款,1805.15,下架,P001374,2022-06-15,2023-03-15 02:25:56,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001827,飞鹿母婴用品商品1827,母婴用品,飞鹿,升级款,9862.67,上架,P001603,2020-11-08,2021-05-25 11:35:23,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001828,云启美妆个护商品1828,美妆个护,云启,豪华款,2763.43,缺货,P000853,2023-05-15,2025-11-06 04:46:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001829,山川美妆个护商品1829,美妆个护,山川,标准款,4321.07,下架,P000180,2020-11-10,2024-08-19 07:48:07,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001830,山川图书文具商品1830,图书文具,山川,豪华款,948.28,上架,P000473,2022-06-17,2024-04-16 00:24:18,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001831,青木汽车用品商品1831,汽车用品,青木,豪华款,3873.55,下架,P001138,2023-07-04,2023-11-01 03:39:38,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001832,飞鹿服饰鞋包商品1832,服饰鞋包,飞鹿,升级款,9935.09,下架,P000566,2021-09-11,2025-07-17 08:23:52,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001833,山川家居家装商品1833,家居家装,山川,豪华款,7481.35,下架,P001555,2022-11-16,2025-06-21 20:07:35,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001834,海蓝汽车用品商品1834,汽车用品,海蓝,Pro版,7666.7,下架,P000704,2020-05-21,2020-10-21 16:02:20,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001835,极光美妆个护商品1835,美妆个护,极光,升级款,7982.12,缺货,P001654,2023-12-01,2024-10-13 19:47:03,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001836,极光手机数码商品1836,手机数码,极光,标准款,6347.42,上架,P000046,2020-04-11,2021-09-08 03:41:01,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001837,云启食品生鲜商品1837,食品生鲜,云启,升级款,130.51,缺货,P001386,2024-07-29,2025-04-17 12:47:47,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001838,青木手机数码商品1838,手机数码,青木,Pro版,1794.14,缺货,P001309,2025-04-20,2025-07-08 20:41:37,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001839,山川家用电器商品1839,家用电器,山川,标准款,4803.3,下架,P000191,2024-12-18,2025-09-28 04:30:09,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001840,山川美妆个护商品1840,美妆个护,山川,升级款,4108.28,下架,P001354,2023-03-12,2025-01-26 16:15:40,2026-07-10 17:29:08.301937,ECommerce,202607101729
P001841,云启家居家装商品1841,家居家装,云启,标准款,2495.87,缺货,P000315,2020-03-22,2024-08-23 05:02:28,2026-07-10 17:29:08.301937,ECommerce,202607101729
